respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
909,42,Female,Hindu,Divorced,No,None,1,NA,,20260909002,-10.1553,-0.760868,-9.79216,-1.84285,-10.8522,-0.336754,-0.0839278,0.0145997,0.00288767,-0.0469689,0.680781,0.363074,0.445846,0.56027,1.38028,1.64851,0.431137,1.2264,1.11479,1.67347,8.5459599999999991,-0.208407,-0.0791014,-0.242126,-0.62016,-1.33793,-3.06209,-0.210424
910,67,Male,Christian,Married,No,None,2,NA,,20260909002,-9.93417,-0.881387,-9.4104,-1.84535,-10.646,-0.512012,-0.268698,-0.0980769,-0.205349,-0.457491,0.94633,0.520994,0.486496,0.710787,1.8262100000000001,1.78229,0.475894,1.2708,1.3124,2.01239,8.19401,-0.18616,-0.0887922,-0.306388,-0.712474,-1.40471,-3.16729,-0.187947
911,33,Male,No religion,Divorced,Yes,Had COVID,4,NA,,20260909002,-9.02616,-0.741912,-8.44074,-1.86215,-9.54023,-0.274676,-0.23388,0.0652253,-0.0368775,-0.339521,1.13628,0.504457,0.568661,0.770603,1.79703,1.71864,0.433912,1.23663,1.28256,1.91504,7.16912,-0.187589,-0.144563,-0.299687,-0.661193,-1.38184,-3.11718,-0.207375
912,65,Female,Not answered,Widowed,No,Had COVID,1,NA,,20260909002,-10.8324,-0.8507,-10.1711,-1.91781,-11.4249,-0.151161,0.00755747,0.0864541,0.145745,-0.0172306,1.08128,0.396652,0.508488,0.638087,1.80509,1.70655,0.361315,1.19633,1.13691,1.89875,8.92314,-0.198857,-0.084558,-0.261733,-0.721958,-1.39542,-3.11989,-0.171805
913,40,Female,Christian,Married,No,Had COVID,1,NA,,20260909002,-8.84055,-0.983662,-8.12641,-1.83095,-9.52932,-0.241814,-0.158909,-0.00861335,-0.0314205,-0.158503,1.16337,0.577874,0.557397,0.733439,2.01022,1.92845,0.66243,1.29554,1.39793,2.17156,6.81965,-0.195034,-0.107327,-0.277761,-0.730196,-1.42993,-3.14459,-0.201273
914,69,Male,No religion,Widowed,No,None,2,NA,,20260909002,-9.77731,-0.738455,-9.24563,-1.77422,-10.4544,-0.181356,-0.0308616,0.0737665,0.036176,0.0240897,0.996782,0.439247,0.571006,0.787512,1.60328,1.5924,0.235559,1.30214,1.25669,1.69196,7.98595,-0.193399,-0.13822,-0.253163,-0.65815,-1.41043,-3.14791,-0.180913
915,80,Female,Muslim,Married,No,Long COVID,4,NA,,20260909002,-9.43822,-0.760853,-8.98567,-1.87191,-10.2777,-0.509766,-0.299296,0.0225283,-0.301976,-0.441623,0.92414,0.199058,0.351643,0.732366,1.69452,1.77879,0.478983,1.22378,1.43605,2.01912,7.73293,-0.132716,-0.0181244,-0.322444,-0.687758,-1.42439,-3.19527,-0.158412
916,50,Female,No religion,Married,Yes,Long COVID,4,NA,,20260909002,-8.93299,-0.742195,-8.37828,-1.89745,-9.59496,-0.36448,-0.228637,-0.0175998,-0.0647912,-0.258914,1.0712,0.565992,0.543757,0.805116,1.81035,1.73266,0.469211,1.13078,1.25986,2.02971,7.17275,-0.207945,-0.0564127,-0.255182,-0.628807,-1.41174,-3.11636,-0.215131
917,49,Female,Muslim,Single,No,Had COVID,4,NA,,20260909002,-9.43507,-0.831438,-9.07956,-1.90233,-10.4341,-0.35567,-0.260622,0.0551932,-0.104952,-0.147329,0.75238,0.417708,0.437757,0.42467,1.82024,1.77985,0.567087,1.30881,1.42809,2.13193,7.74139,-0.187823,-0.0857476,-0.240009,-0.639459,-1.40868,-3.14225,-0.185967
918,75,Female,Jewish,Single,No,None,2,NA,,20260909002,-11.0135,-0.793719,-10.5054,-1.82586,-11.5813,-0.349732,-0.217727,0.020061,-0.0445983,-0.276625,1.06544,0.554373,0.61894,0.784284,1.77796,1.60226,0.303392,1.21106,1.17929,1.86107,9.21509,-0.150503,-0.107148,-0.27706,-0.671452,-1.43246,-3.15902,-0.210667
919,64,Male,No religion,Married,No,Had COVID,2,NA,,20260909002,-9.05608,-0.711926,-8.6941,-1.77769,-9.64374,-0.332522,-0.232809,0.124844,-0.0422654,-0.389981,0.948292,0.447447,0.615738,0.698605,1.64005,1.69881,0.392203,1.32182,1.24061,1.85209,7.37486,-0.191355,-0.149778,-0.281146,-0.691689,-1.39218,-3.14715,-0.213366
920,53,Male,Christian,Married,Yes,Long COVID,4,4,Conspiracy Ideation,20260909002,-10.34,-1.00971,-9.62235,-1.97413,-10.7134,-0.0599728,-0.0529215,0.145577,0.153208,-0.163109,1.37059,0.65607,0.598373,0.811885,1.90489,2.01493,0.523578,1.30402,1.13427,1.86994,8.16862,-0.197979,-0.117854,-0.265898,-0.640052,-1.39036,-3.13217,-0.179991
921,66,Female,Hindu,Married,No,None,3,NA,,20260909002,-11.6466,-0.764681,-11.0929,-2.07459,-12.1966,-0.292259,-0.27602,-0.00916249,0.0370518,-0.351599,1.13691,0.518273,0.681976,0.933942,1.80045,1.82361,0.388429,1.31251,1.35526,1.86621,9.78711,-0.176065,-0.134598,-0.242527,-0.618337,-1.41107,-3.12829,-0.207521
922,76,Female,Christian,Married,No,None,4,NA,,20260909002,-9.59676,-1.05439,-9.00069,-1.88109,-10.186,-0.0786318,0.0137746,0.0455249,-0.0936623,-0.0827443,1.1386,0.621626,0.636595,0.637256,1.79601,1.74643,0.496482,1.28365,1.12133,1.88656,7.59375,-0.163687,-0.1245,-0.252435,-0.600646,-1.37233,-3.08351,-0.20697
923,58,Male,No religion,Single,No,Long COVID,4,NA,,20260909002,-11.2723,-0.903747,-10.7174,-1.83428,-11.9425,-0.431364,-0.306676,-0.0453133,-0.173076,-0.366715,1.33109,0.825148,0.827179,1.05377,1.89033,1.85964,0.609359,1.38124,1.3472,1.96206,9.44526,-0.209581,-0.205895,-0.25826,-0.663778,-1.34534,-3.08626,-0.245522
924,38,Female,Christian,Married,No,None,3,NA,,20260909002,-9.91028,-0.929722,-9.19352,-2.223,-10.6048,-0.134197,-0.0502934,0.0755036,0.277574,-0.188058,1.22753,0.528144,0.541123,1.02051,2.02286,1.94325,0.455489,1.25621,1.3848,2.1317,7.87372,-0.141714,-0.112352,-0.249384,-0.706208,-1.44545,-3.11131,-0.188646
925,23,Male,Muslim,Single,No,Had COVID,1,NA,,20260909002,-11.3082,-1.15805,-10.6093,-2.03941,-11.8955,-0.0581846,0.0456211,0.133151,0.0880375,-0.114392,1.17858,0.686898,0.658305,0.820625,2.10928,1.99275,0.643556,1.353,1.36954,2.13101,9.19927,-0.1804,-0.159029,-0.233826,-0.63059,-1.38485,-3.1055,-0.182813
926,38,Female,No religion,Single,No,None,1,NA,,20260909002,-10.5821,-0.974223,-9.90158,-1.79669,-11.3502,-0.00546086,-0.00313337,0.139331,0.0245082,-0.102059,1.03744,0.60576,0.52043,0.744575,2.02377,1.90934,0.532364,1.27296,1.22952,2.12141,8.63009,-0.144946,-0.0784443,-0.302614,-0.732767,-1.37941,-3.14706,-0.182209
927,29,Male,Christian,Single,Yes,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909002,-9.55333,-0.813539,-8.84126,-1.75021,-10.0654,-0.25082,-0.189681,-0.0163417,-0.0900497,-0.282483,1.13805,0.529969,0.463067,0.678098,1.67097,1.90472,0.504326,1.17592,1.27609,1.93959,7.6799,-0.172734,-0.15848,-0.288849,-0.670018,-1.42598,-3.14696,-0.199699
928,23,Male,Christian,Single,No,Had COVID,2,4,Conspiracy Ideation,20260909002,-9.55885,-0.981661,-8.80077,-1.87545,-10.1002,-0.382426,-0.164959,-0.0743278,-0.340952,-0.159747,1.29255,0.71393,0.507849,0.891302,1.96897,1.98295,0.618076,1.23218,1.36299,1.9237,7.54472,-0.137235,-0.0819663,-0.297599,-0.67123,-1.43032,-3.12974,-0.181391
929,40,Male,Christian,Married,Yes,None,2,NA,,20260909002,-8.88232,-1.05934,-8.204,-2.25164,-9.51739,-0.0355524,0.21244,0.189918,0.202809,0.0650467,1.15763,0.577531,0.611295,0.98937,1.99005,1.96753,0.502511,1.26344,1.53859,2.10412,6.80995,-0.180325,-0.106313,-0.311796,-0.665249,-1.38758,-3.18764,-0.204756
930,45,Male,No religion,Single,No,None,3,NA,,20260909002,-9.6851,-1.02189,-9.0195,-2.0668,-10.2427,-0.264617,0.0254224,0.0891709,0.0226744,0.0732207,1.09045,0.477175,0.57938,0.814641,1.72401,2.0236,0.589106,1.30206,1.43725,1.977,7.65479,-0.245939,-0.0929372,-0.277817,-0.647398,-1.40809,-3.10836,-0.18572
931,43,Female,Christian,Single,Yes,None,1,NA,,20260909002,-10.1285,-0.848731,-9.39204,-1.85224,-10.6678,-0.19876,-0.111353,0.0614868,0.0607697,-0.147679,1.13671,0.432456,0.419727,0.73848,1.61753,1.95111,0.568447,1.17766,1.24121,1.92569,8.20582,-0.174517,-0.14335,-0.246113,-0.69856,-1.42747,-3.1582,-0.176189
932,24,Female,Christian,Single,No,Had COVID,3,NA,,20260909002,-10.1581,-0.895538,-9.71455,-1.97263,-10.9773,-0.22441,-0.0600688,0.0677307,0.00581008,-0.0861814,1.03005,0.527446,0.67403,0.773619,1.88501,1.9576,0.666821,1.46266,1.52979,2.21762,8.3272,-0.177188,-0.130322,-0.249807,-0.642,-1.37205,-3.15468,-0.212076
933,29,Female,Christian,Single,No,Had COVID,4,3,Communitarianism,20260909002,-8.84636,-0.866387,-8.30318,-1.99198,-9.46965,-0.333792,-0.162552,0.0670159,0.141017,-0.294268,1.06482,0.601212,0.654526,0.869034,1.89726,1.97417,0.586293,1.37387,1.58898,2.03786,6.99547,-0.217391,-0.170379,-0.272322,-0.725253,-1.40201,-3.16096,-0.223254
934,23,Female,No religion,Single,No,Bereaved,3,NA,,20260909002,-10.3591,-0.946516,-9.68302,-1.95801,-10.9849,-0.362564,-0.163442,-0.0152839,-0.0223356,-0.168271,1.44321,0.638666,0.597757,0.942324,1.73263,1.9955,0.799154,1.3107,1.496,2.16448,8.43291,-0.176648,-0.132416,-0.206564,-0.638827,-1.35396,-3.09319,-0.191898
935,38,Female,No religion,Married,Yes,Had COVID,1,NA,,20260909002,-9.20357,-1.08335,-8.44534,-1.92436,-9.81326,0.0538451,0.24124,0.324222,0.213523,0.174712,1.13835,0.505471,0.525231,0.653575,1.70383,1.91857,0.567727,1.19357,1.09764,2.09272,7.05295,-0.217672,-0.146414,-0.248064,-0.682764,-1.39857,-3.1533,-0.162454
936,56,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-7.70137,-0.92216,-7.17046,-1.89725,-8.49175,-0.320642,-0.116821,0.0500283,0.0257437,-0.274569,1.25487,0.75302500000000006,0.476003,0.820414,2.01565,1.58802,0.456346,1.12657,1.23147,1.94458,5.91758,-0.162535,-0.164004,-0.234272,-0.680224,-1.45971,-3.18981,-0.209152
937,22,Female,Christian,Single,No,Bereaved,2,NA,,20260909002,-9.94891,-0.823345,-9.3565,-1.97593,-10.6436,-0.442171,-0.30004,-0.0302347,-0.0717946,-0.360745,1.09107,0.585347,0.624637,0.973088,1.92693,1.76017,0.527986,1.20701,1.42507,2.09632,8.16321,-0.181429,-0.16489,-0.259286,-0.731625,-1.40506,-3.11781,-0.220446
938,37,Female,No religion,Married,Yes,None,4,NA,,20260909002,-11.0042,-0.789338,-10.3385,-1.92967,-11.5733,-0.0368815,-0.0853242,0.0271744,0.0364087,-0.196468,1.10979,0.366687,0.560309,0.855492,1.81475,1.78486,0.421845,1.25024,1.36394,1.97985,9.06504,-0.201831,-0.172786,-0.262889,-0.672825,-1.41854,-3.13039,-0.167181
939,24,Male,No religion,Single,No,Bereaved,3,NA,,20260909002,-10.6633,-0.603594,-10.1712,-1.6922,-11.2836,-0.256145,-0.225992,-0.0822181,-0.0445614,-0.25460700000000003,0.856252,0.369064,0.521909,0.657128,1.59663,1.55756,0.273322,1.18387,1.10118,1.70662,9.09784,-0.215779,-0.120357,-0.254835,-0.624309,-1.36704,-3.07929,-0.198229
940,62,Female,Muslim,Widowed,No,Had COVID,3,NA,,20260909002,-9.90993,-0.915451,-9.26381,-2.07444,-10.4989,-0.115626,0.039529,0.123515,0.191753,-0.0972922,1.16327,0.589081,0.596366,1.043,1.80924,1.85152,0.571731,1.19511,1.40348,2.02935,8.01737,-0.199537,-0.137397,-0.278002,-0.663266,-1.39531,-3.10054,-0.203952
941,47,Female,No religion,Married,No,None,3,4,Conspiracy Ideation,20260909002,-9.83839,-0.834936,-9.13524,-1.81285,-10.4145,-0.201925,-0.0884475,0.11683,0.0178932,-0.169705,1.05854,0.55237,0.436038,0.786837,1.73212,1.84274,0.582459,1.18491,1.15405,1.95377,7.97994,-0.130232,-0.0497307,-0.251523,-0.672599,-1.4011,-3.15107,-0.190635
942,58,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-10.0642,-0.896073,-9.4057,-1.99373,-10.7783,-0.158168,0.0332329,0.111759,0.180171,0.0590413,0.999629,0.430618,0.419568,0.67936,1.88011,1.78652,0.416114,1.26756,1.32972,2.02473,8.14399,-0.230647,-0.142662,-0.307441,-0.720037,-1.39283,-3.11364,-0.196496
943,46,Male,Christian,Married,No,Bereaved,2,NA,,20260909002,-9.85961,-0.770028,-9.33492,-1.88864,-10.4918,-0.19464,-0.134609,-0.00930991,0.0442421,-0.234738,1.03213,0.47264,0.503744,0.833069,1.71898,1.77946,0.469404,1.24572,1.10947,1.92842,8.06854,-0.120481,-0.0838749,-0.282518,-0.686644,-1.4373,-3.20738,-0.169389
944,41,Male,Christian,Married,No,None,3,NA,,20260909002,-10.7124,-0.793405,-9.96598,-1.79333,-11.2317,-0.237763,-0.191548,0.0344585,-0.0833741,-0.230581,1.00169,0.41325,0.413664,0.607295,1.74517,1.86745,0.553855,1.1817,1.4105,2.08503,8.84029,-0.210564,-0.141272,-0.215235,-0.624546,-1.41089,-3.13609,-0.189292
945,57,Male,Not answered,Married,No,None,4,3,Communitarianism,20260909002,-9.77731,-0.738455,-9.24563,-1.77422,-10.4544,-0.181356,-0.0308616,0.0737665,0.036176,0.0240897,0.996782,0.439247,0.571006,0.787512,1.60328,1.5924,0.235559,1.30214,1.25669,1.69196,7.98595,-0.193399,-0.13822,-0.253163,-0.65815,-1.41043,-3.14791,-0.180913
946,83,Male,Christian,Married,No,Bereaved,4,NA,,20260909002,-10.8845,-0.997105,-10.2616,-1.93736,-11.533,-0.0857629,0.0231558,0.122359,0.15868,-0.159777,1.01961,0.594685,0.571016,0.73499,1.98155,1.77245,0.565085,1.23753,1.24068,2.08887,8.95447,-0.179948,-0.168357,-0.253521,-0.679483,-1.41596,-3.1551,-0.191771
947,57,Male,Christian,Separated,No,None,1,NA,,20260909002,-11.3645,-0.776688,-10.7101,-1.77721,-11.9573,-0.278082,-0.191099,0.00890221,-0.0596095,-0.28238,1.0339,0.43586,0.449461,0.642879,1.68955,1.85098,0.412388,1.22527,1.32835,1.76903,9.53912,-0.183652,-0.155045,-0.287656,-0.720051,-1.43332,-3.21471,-0.173901
948,73,Female,Christian,Married,No,Bereaved,3,NA,,20260909002,-9.2179,-0.746003,-8.80125,-1.85227,-10.0548,-0.217281,-0.11475,0.0684617,-0.0797789,-0.179875,0.83102,0.41553,0.584902,0.805326,1.81984,1.42727,0.314118,1.10303,1.11778,1.85054,7.55637,-0.197828,-0.11828,-0.28666,-0.619164,-1.38727,-3.07657,-0.188455
949,69,Male,No religion,Married,No,Bereaved,1,1,Scientific Rationalism,20260909002,-10.6653,-0.836411,-10.1882,-1.873,-11.3434,-0.178364,-0.0386034,0.0533076,0.0700569,-0.0879064,1.04385,0.595429,0.551382,0.772861,1.73803,1.77661,0.490331,1.31102,1.41973,1.82549,8.91308,-0.153198,-0.1262,-0.206481,-0.670048,-1.40752,-3.17838,-0.228952
950,36,Male,Not answered,Divorced,Yes,Bereaved,1,NA,,20260909002,-9.72278,-0.695072,-9.17955,-1.8131,-10.1912,-0.0838854,-0.012977,0.120395,-0.0782314,-0.313509,0.82189,0.300379,0.456074,0.633762,1.5667,1.60395,0.29812,1.09288,1.17031,1.90843,7.96136,-0.15156,-0.10159,-0.256389,-0.667667,-1.38854,-3.16395,-0.192581
951,79,Female,Christian,Widowed,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002,-9.78815,-0.625137,-9.24337,-1.63751,-10.4037,-0.269333,-0.143182,0.0241637,-0.0514128,-0.208039,0.511493,0.00632481,0.261448,0.283535,1.33015,1.54166,0.178041,0.947832,0.654369,1.68875,8.13116,-0.1588,-0.146371,-0.240633,-0.629333,-1.37353,-3.09419,-0.180125
952,36,Female,No religion,Married,No,Long COVID,4,NA,,20260909002,-8.12353,-1.12274,-7.51608,-2.07228,-8.91656,-0.137188,-0.018162,0.160534,0.234913,-0.119785,1.15105,0.717679,0.492572,0.739241,2.08907,1.78471,0.704407,1.23965,1.24011,2.21903,6.07129,-0.185173,-0.116032,-0.236451,-0.657928,-1.33772,-3.08737,-0.185342
953,42,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-12.8126,-0.866878,-12.3724,-1.8615,-13.8447,-0.274176,-0.0623152,-0.0431803,-0.06991,-0.0970787,0.945465,0.603039,0.61417,0.846375,2.15483,1.68285,0.513505,1.21373,1.22832,2.08626,11.1857,-0.155271,-0.0863684,-0.211415,-0.667215,-1.42535,-3.12387,-0.228283
954,28,Female,Hindu,Married,Yes,None,4,4,Conspiracy Ideation,20260909002,-9.40579,-0.808425,-8.92386,-1.84882,-10.1964,-0.452701,-0.388444,-0.076259,-0.138328,-0.55748,1.04972,0.568254,0.591108,0.776718,1.86647,1.83739,0.630711,1.2546,1.3037,2.23791,7.70279,-0.154379,-0.106323,-0.305793,-0.687228,-1.41944,-3.18004,-0.174629
955,57,Male,Christian,Married,No,Had COVID,3,NA,,20260909002,-9.92393,-0.913234,-9.39855,-2.0517,-10.6582,-0.184907,-0.138028,0.071518,-0.00752089,-0.0954674,1.10813,0.553327,0.613601,0.915269,1.98153,1.89741,0.552562,1.3459,1.42507,2.10578,8.01456,-0.181624,-0.0692928,-0.295523,-0.659798,-1.3866,-3.10024,-0.156346
956,42,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-9.75716,-0.910655,-8.92776,-1.78856,-10.4916,-0.163619,-0.0486882,-0.0163655,-0.0690704,-0.0666335,1.34076,0.604,0.447529,0.799529,2.03945,1.93492,0.486129,1.09478,1.20765,2.12024,7.7912,-0.209784,-0.132608,-0.220205,-0.633021,-1.37547,-3.09571,-0.196097
957,33,Male,Christian,Single,Yes,None,1,NA,,20260909002,-10.1563,-0.711533,-9.69132,-1.73274,-10.9075,-0.505675,-0.278681,-0.0468909,-0.202684,-0.343031,1.00853,0.409391,0.491172,0.681539,1.67958,1.85512,0.519052,1.25849,1.21112,1.96628,8.49401,-0.172587,-0.142785,-0.216669,-0.609186,-1.41137,-3.17899,-0.201637
958,39,Female,No religion,Married,Yes,Bereaved,2,NA,,20260909002,-10.486,-0.776733,-9.94526,-1.54811,-11.1814,-0.227811,-0.102506,0.0139249,-0.102154,-0.202475,1.04756,0.550214,0.519012,0.502842,1.72185,1.60534,0.394113,1.07768,1.00428,1.7785,8.81897,-0.156267,-0.151322,-0.280061,-0.661524,-1.4102,-3.12879,-0.215994
959,63,Female,Christian,Married,No,None,1,NA,,20260909002,-10.1743,-0.615036,-9.75786,-1.44358,-10.9562,-0.198035,-0.0990153,0.0286819,-0.0935428,-0.184189,0.5675,0.186278,0.362396,0.208693,1.34428,1.36691,0.216425,1.05284,0.854132,1.73215,8.71323,-0.18199,-0.11643,-0.208585,-0.638232,-1.33401,-3.06274,-0.150372
960,82,Female,No religion,Divorced,No,Bereaved,4,NA,,20260909002,-8.42498,-0.72494,-7.89624,-1.72323,-8.97735,-0.154401,-0.116496,0.079317,-0.0579263,-0.115544,1.03408,0.4218,0.520538,0.571293,1.63994,1.70192,0.370152,1.21535,1.21075,1.70104,6.61846,-0.135457,-0.0853301,-0.238968,-0.604767,-1.40194,-3.10036,-0.183016
961,56,Male,Muslim,Single,No,Had COVID,3,3,Communitarianism,20260909002,-10.6653,-0.836411,-10.1882,-1.873,-11.3434,-0.178364,-0.0386034,0.0533076,0.0700569,-0.0879064,1.04385,0.595429,0.551382,0.772861,1.73803,1.77661,0.490331,1.31102,1.41973,1.82549,8.91308,-0.153198,-0.1262,-0.206481,-0.670048,-1.40752,-3.17838,-0.228952
962,55,Male,No religion,Separated,Yes,Bereaved,3,NA,,20260909002,-11.4246,-0.868642,-10.7462,-2.20035,-11.7903,-0.144121,-0.0995777,0.090509,0.191326,-0.32405,1.14115,0.384431,0.500581,0.805355,1.66533,2.13123,0.563134,1.35515,1.51232,2.04162,9.42491,-0.17138,-0.0669383,-0.269316,-0.654443,-1.40528,-3.13406,-0.191199
963,48,Male,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-10.1194,-1.04558,-9.31662,-1.99146,-10.8549,-0.124788,0.00879742,0.0876335,0.179248,0.0291101,1.11871,0.462487,0.471436,0.788704,1.80009,2.13567,0.765235,1.34839,1.46837,2.30175,8.04813,-0.232165,-0.152147,-0.213126,-0.675573,-1.35155,-3.10503,-0.20785
964,43,Female,Not answered,Married,Yes,Long COVID,3,NA,,20260909002,-9.52943,-0.854036,-8.92083,-1.71719,-10.131,-0.322889,-0.0998833,0.0309256,-0.186811,-0.234005,0.841704,0.319685,0.383419,0.56196,1.61797,1.93823,0.460881,1.29638,1.35198,1.9974,7.64785,-0.186951,-0.169748,-0.285654,-0.682772,-1.4701,-3.19834,-0.209453
965,33,Male,Muslim,Single,No,Had COVID,2,NA,,20260909002,-9.995,-0.832509,-9.44349,-1.90952,-10.7621,-0.297046,-0.1902,0.0656801,-0.0423777,-0.324848,0.897503,0.368161,0.492061,0.656206,1.78511,1.68024,0.410086,1.21982,1.27028,2.01478,8.19937,-0.152093,-0.0832615,-0.216702,-0.708705,-1.39551,-3.14046,-0.170368
966,68,Male,Christian,Married,No,Had COVID,1,NA,,20260909002,-10.507,-0.993633,-9.74591,-2.0172,-10.9923,-0.0828776,0.051974,0.0833414,0.226072,0.05479,1.35332,0.663159,0.539452,0.938434,1.71665,1.80467,0.477495,1.17143,1.12561,1.72593,8.47668,-0.186506,-0.152782,-0.238052,-0.641821,-1.41045,-3.16327,-0.183409
967,23,Female,Christian,Single,No,Had COVID,4,NA,,20260909002,-10.5522,-0.869229,-10.0164,-1.77944,-11.283,-0.350191,-0.211756,-0.0152278,-0.107859,-0.392237,1.09908,0.504792,0.556156,0.718712,1.89823,1.89869,0.645993,1.33507,1.3769,2.13986,8.77155,-0.17892,-0.108606,-0.228305,-0.639295,-1.36139,-3.06433,-0.228749
968,58,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-9.01513,-0.934975,-8.25645,-1.94699,-9.76829,-0.154064,-0.108462,0.0501065,-0.0263496,-0.0885958,1.21169,0.672762,0.535412,0.859485,1.99211,1.96005,0.694133,1.28582,1.43874,2.29285,7.02971,-0.161255,-0.102292,-0.236853,-0.657216,-1.3703,-3.09009,-0.176928
969,26,Female,Christian,Married,No,None,1,NA,,20260909002,-10.7899,-0.881058,-10.1365,-1.83085,-11.4968,-0.282468,-0.160181,0.0206645,-0.0236422,-0.350927,1.211,0.681019,0.543485,0.816156,2.11075,1.81323,0.514827,1.15518,1.18992,2.18568,8.93135,-0.162243,-0.117259,-0.204073,-0.639916,-1.43132,-3.14083,-0.21193
970,39,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-9.35731,-1.12114,-8.63591,-1.86,-10.0293,-0.161387,7.78114e-4,0.0921147,0.131101,-0.138184,1.25523,0.62675,0.611292,0.715448,1.86394,2.04182,0.76768,1.3473,1.23752,2.21252,7.29599,-0.151929,-0.127154,-0.282087,-0.768574,-1.39124,-3.07082,-0.210134
971,21,Male,Christian,Married,No,None,3,NA,,20260909002,-8.96694,-0.895693,-8.52503,-1.95216,-9.76013,-0.335503,-0.0560787,0.0917368,-0.0799402,-0.172371,0.880895,0.391853,0.565925,0.961894,1.63026,1.75632,0.526608,1.27019,1.30836,1.97722,7.20815,-0.188997,-0.111893,-0.252339,-0.661735,-1.33389,-3.06913,-0.18412800000000001
972,43,Female,No religion,Single,Yes,Bereaved,1,NA,,20260909002,-9.38272,-0.831497,-8.80067,-1.86875,-10.1344,-0.113432,-0.0463535,0.0474933,0.0191235,-0.361662,1.10383,0.593696,0.562976,0.841528,1.94485,1.5825,0.373872,1.13747,1.26964,1.94433,7.57385,-0.182331,-0.125215,-0.242642,-0.67429,-1.44441,-3.15468,-0.167404
973,81,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-9.88031,-0.796492,-9.2421,-2.02845,-10.7284,-0.218632,-0.0779516,0.088904,0.229239,-0.187402,1.20847,0.60961,0.450092,0.827165,1.97193,1.68219,0.413829,1.11903,1.34717,2.08412,8.08052,-0.173165,-0.105883,-0.235817,-0.633532,-1.39454,-3.1723,-0.20068
974,50,Male,Christian,Married,No,None,2,NA,,20260909002,-9.43822,-0.760853,-8.98567,-1.87191,-10.2777,-0.509766,-0.299296,0.0225283,-0.301976,-0.441623,0.92414,0.199058,0.351643,0.732366,1.69452,1.77879,0.478983,1.22378,1.43605,2.01912,7.73293,-0.132716,-0.0181244,-0.322444,-0.687758,-1.42439,-3.19527,-0.158412
975,74,Male,Muslim,Married,No,Had COVID,4,NA,,20260909002,-10.5941,-0.582802,-10.1816,-1.74619,-11.4637,-0.315863,-0.242839,-0.0163488,-0.151177,-0.279086,0.604932,0.117638,0.372033,0.431731,1.58363,1.62678,0.326536,1.23454,1.3468,1.96601,9.02356,-0.223063,-0.142005,-0.26221,-0.678215,-1.36572,-3.13994,-0.21837
976,75,Male,Christian,Married,No,None,3,NA,,20260909002,-10.1977,-0.861795,-9.70852,-1.9049,-11.048,-0.2737,-0.180548,-0.0548873,-0.0660909,-0.0940962,1.10574,0.538654,0.612816,0.988501,1.79674,1.53454,0.333098,1.12507,1.04896,1.87531,8.46,-0.179467,-0.084443,-0.250631,-0.65462,-1.34072,-3.03469,-0.171784
977,85,Female,No religion,Married,No,Had COVID,2,NA,,20260909002,-9.74349,-0.921237,-8.95746,-1.96168,-10.3106,-0.217256,-0.0614954,0.0680091,0.149427,-0.202739,1.11954,0.482264,0.414576,0.651128,1.68398,1.76555,0.421007,1.08658,1.16982,1.79838,7.7792,-0.185765,-0.0883404,-0.260007,-0.639828,-1.36801,-3.10229,-0.136011
978,25,Male,No religion,Single,No,None,2,NA,,20260909002,-8.06645,-0.976346,-7.34477,-1.93799,-8.76081,-0.354109,-0.240324,0.0696493,-0.0477888,-0.20931,1.47004,0.858291,0.637959,0.94046,2.09185,2.02296,0.787408,1.30824,1.2987,2.26813,6.01779,-0.189295,-0.176508,-0.27828,-0.739154,-1.37699,-3.08242,-0.194421
